dt,region,revenue
2010-04-02,A,1954.16445143624
2010-04-03,A,1998.36341988026
2010-04-04,A,1961.87747350581
2010-04-05,A,1982.22245968829
2010-04-06,A,1982.09897046772
2010-04-07,A,1998.54256112314
2010-04-08,A,1966.30626451539
2010-04-09,A,1963.10489072947
2010-04-10,A,1970.1547926783
2010-04-11,A,1983.95607025657
2010-04-12,A,1959.45765202173
2010-04-13,A,1978.99193296703
2010-04-14,A,1963.76491366166
2010-04-15,A,1955.86667386388
2010-04-16,A,1974.38489058861
2010-04-17,A,1964.98475205412
2010-04-18,A,1974.3432073149
2010-04-19,A,1974.30281778214
2010-04-20,A,1966.88222439047
2010-04-21,A,1954.00273849746
2010-04-22,A,1972.82717350611
2010-04-23,A,1974.19656546520
2010-04-24,A,1974.31330383916
2010-04-25,A,1984.69529618203
2010-04-26,A,1967.81471036295
2010-04-27,A,1972.08474698494
2010-04-28,A,1972.03121194925
2010-04-29,A,1975.78543536398
2010-04-30,A,1982.88514522718
2010-05-01,A,1967.71229046250
2010-05-02,A,1978.49888327655
2010-05-03,A,1977.62164768363
2010-05-04,A,1971.18667774327
2010-05-05,A,1959.39881805863
2010-05-06,A,1979.86703843804
2010-05-07,A,1962.39901602157
2010-05-08,A,1967.14423388530
2010-05-09,A,1958.05507000334
2010-05-10,A,1968.74488222996
2010-05-11,A,1973.22659653861
2010-05-12,A,1985.16029954221
2010-05-13,A,1959.37116459285
2010-05-14,A,1959.61017442019
2010-05-15,A,1974.24765310284
2010-05-16,A,1968.80929833938
2010-05-17,A,1985.64863122841
2010-05-18,A,1988.44802681647
2010-05-19,A,1963.99183089077
2010-05-20,A,1971.33557859788
2010-05-21,A,1973.13990122552
2010-05-22,A,1981.44116739529
2010-05-23,A,1966.97501925670
2010-05-24,A,1991.34272287780
2010-05-25,A,1983.54999319506
2010-05-26,A,1970.64184499501
2010-05-27,A,1970.80754542854
2010-05-28,A,1973.19817935003
2010-05-29,A,1976.43333411958
2010-05-30,A,1993.77125019224
2010-05-31,A,1986.41826087458
2010-06-01,A,1977.83884871283
2010-06-02,A,1972.26214104079
2010-06-03,A,1971.15716326537
2010-06-04,A,1967.53685099633
2010-06-05,A,1958.30413102562
2010-06-06,A,1972.43078713131
2010-06-07,A,1965.57489985312
2010-06-08,A,1964.60924326063
2010-06-09,A,2002.79046856902
2010-06-10,A,1979.71402144881
2010-06-11,A,1980.08731923477
2010-06-12,A,1974.07604349422
2010-06-13,A,1979.47766903813
2010-06-14,A,1977.4080060535
2010-06-15,A,1983.90831780268
2010-06-16,A,1984.48644775083
2010-06-17,A,1964.15613068269
2010-06-18,A,1966.93861057527
2010-06-19,A,1972.83085548264
2010-06-20,A,1977.39511165806
2010-06-21,A,1973.98230603539
2010-06-22,A,1985.33085757017
2010-06-23,A,1968.43702870775
2010-06-24,A,1979.81979707412
2010-06-25,A,1973.70720006256
2010-06-26,A,1976.60079933910
2010-06-27,A,1988.64938838080
2010-06-28,A,1971.41010061148
2010-06-29,A,1980.77782243559
2010-06-30,A,1983.72115728826
2010-07-01,A,1981.42159422263
2010-07-02,A,1988.01022316881
2010-07-03,A,1997.11616088569
2010-07-04,A,1977.71127367813
2010-07-05,A,1966.98281636303
2010-07-06,A,1972.82657863294
2010-07-07,A,1963.89735535142
2010-07-08,A,1994.96025109267
2010-07-09,A,1982.48800760916
2010-07-10,A,1975.32277707193
2010-07-11,A,2000.56687415399
2010-07-12,A,1990.84062340879
2010-07-13,A,1965.42186519786
2010-07-14,A,1982.10163703293
2010-07-15,A,1984.44821965376
2010-07-16,A,1969.49545428810
2010-07-17,A,1990.8661696302
2010-07-18,A,1977.94717045696
2010-07-19,A,1987.44796601893
2010-07-20,A,1990.93480182276
2010-07-21,A,1990.41452887836
2010-07-22,A,1979.36761802827
2010-07-23,A,1971.86699595985
2010-07-24,A,2005.50876044455
2010-07-25,A,1990.17549398128
2010-07-26,A,1969.24610191194
2010-07-27,A,1992.09678253367
2010-07-28,A,1982.68812102419
2010-07-29,A,1990.05415290141
2010-07-30,A,1999.58067553668
2010-07-31,A,1981.48319966553
2010-08-01,A,1971.53640332377
2010-08-02,A,1985.92163980200
2010-08-03,A,1970.03206536298
2010-08-04,A,1994.60258158291
2010-08-05,A,1986.92247234736
2010-08-06,A,1982.29190499241
2010-08-07,A,1970.92869584770
2010-08-08,A,1994.30451108062
2010-08-09,A,1993.52618392398
2010-08-10,A,1978.84639906072
2010-08-11,A,1975.88394058741
2010-08-12,A,1984.24186434734
2010-08-13,A,1987.49684899308
2010-08-14,A,1972.01213054339
2010-08-15,A,1987.91471712427
2010-08-16,A,2008.31357989380
2010-08-17,A,1981.37984403335
2010-08-18,A,1988.65236967305
2010-08-19,A,1980.36776697392
2010-08-20,A,1972.25360741206
2010-08-21,A,1976.87763021121
2010-08-22,A,1980.06559386596
2010-08-23,A,1985.90316009694
2010-08-24,A,1985.16723848683
2010-08-25,A,1994.87689617813
2010-08-26,A,1980.74470817741
2010-08-27,A,1978.47551779372
2010-08-28,A,1997.12741571648
2010-08-29,A,1991.35313002571
2010-08-30,A,1994.01341145152
2010-08-31,A,1962.92877639894
2010-09-01,A,1993.89397401591
2010-09-02,A,1987.01374704454
2010-09-03,A,1985.01944707167
2010-09-04,A,2003.61708866101
2010-09-05,A,1991.99002291474
2010-09-06,A,1989.05614472517
2010-09-07,A,1993.64481693339
2010-09-08,A,1968.62139159786
2010-09-09,A,1992.58637536468
2010-09-10,A,1990.97139068532
2010-09-11,A,1997.77167874642
2010-09-12,A,1992.24245892580
2010-09-13,A,1975.21582002871
2010-09-14,A,1982.63347685416
2010-09-15,A,1964.94598524724
2010-09-16,A,1985.52860238639
2010-09-17,A,1985.71541753737
2010-09-18,A,1979.16976813682
2010-09-19,A,1998.07226319156
2010-09-20,A,1990.2944268898
2010-09-21,A,1994.92582275426
2010-09-22,A,1985.41774890997
2010-09-23,A,1977.79358621759
2010-09-24,A,1991.61884500271
2010-09-25,A,1994.99365127003
2010-09-26,A,1994.62381032823
2010-09-27,A,1990.81444008672
2010-09-28,A,1975.06452195266
2010-09-29,A,1980.27623735448
2010-09-30,A,1983.02228531769
2010-10-01,A,2005.83427675824
2010-10-02,A,1972.91634457619
2010-10-03,A,1971.24199917593
2010-10-04,A,1983.59424553171
2010-10-05,A,1992.05828812096
2010-10-06,A,1999.64864615956
2010-10-07,A,1985.81938955272
2010-10-08,A,1979.95900170822
2010-10-09,A,1972.32866482837
2010-10-10,A,1993.12232385187
2010-10-11,A,2001.16347249014
2010-10-12,A,1992.25927138339
2010-10-13,A,1968.9146035212
2010-10-14,A,2013.81381686890
2010-10-15,A,1989.72127910241
2010-10-16,A,1992.74579575459
2010-10-17,A,1964.85929992852
2010-10-18,A,2003.35664728622
2010-10-19,A,1994.12509940559
2010-10-20,A,1989.85214840574
2010-10-21,A,2006.04056015259
2010-10-22,A,1985.05088723327
2010-10-23,A,1996.46755614719
2010-10-24,A,1992.80013917465
2010-10-25,A,1970.79178358505
2010-10-26,A,2010.02318414453
2010-10-27,A,1993.01839223317
2010-10-28,A,1989.70817390381
2010-10-29,A,1995.18917181432
2010-10-30,A,2003.60031605067
2010-10-31,A,1991.62034381325
2010-11-01,A,2004.01122259024
2010-11-02,A,1989.07802410832
2010-11-03,A,2007.54928655171
2010-11-04,A,1999.65817564402
2010-11-05,A,2006.69246532996
2010-11-06,A,1995.85960330641
2010-11-07,A,1994.36641957872
2010-11-08,A,1986.12766079973
2010-11-09,A,2000.47543162019
2010-11-10,A,2001.42843025389
2010-11-11,A,2003.50346481711
2010-11-12,A,1994.87536489146
2010-11-13,A,1979.18722849111
2010-11-14,A,1993.40318641122
2010-11-15,A,1998.42711880700
2010-11-16,A,1995.57976478937
2010-11-17,A,1976.21368348306
2010-11-18,A,1995.59552590923
2010-11-19,A,1994.30770945674
2010-11-20,A,2004.05870607431
2010-11-21,A,1996.80669553156
2010-11-22,A,1986.12713939328
2010-11-23,A,1963.04032009441
2010-11-24,A,2008.17621762735
2010-11-25,A,1991.52968424856
2010-11-26,A,2000.66919823193
2010-11-27,A,1989.57918240581
2010-11-28,A,1999.77561052773
2010-11-29,A,1987.63773250921
2010-11-30,A,1998.77747669766
2010-12-01,A,1990.16248997583
2010-12-02,A,2000.03915532314
2010-12-03,A,1995.04994499346
2010-12-04,A,2002.58659375446
2010-12-05,A,1990.59060240447
2010-12-06,A,2003.40011931153
2010-12-07,A,2018.08801428238
2010-12-08,A,2004.38157377475
2010-12-09,A,1996.95019608792
2010-12-10,A,1991.34012435910
2010-12-11,A,1988.16545540809
2010-12-12,A,2012.89507139224
2010-12-13,A,1997.31466914842
2010-12-14,A,2004.00380809358
2010-12-15,A,1980.83418565583
2010-12-16,A,1990.58914253213
2010-12-17,A,1980.08109601253
2010-12-18,A,2003.93074106250
2010-12-19,A,1981.76922581254
2010-12-20,A,1995.29155448230
2010-12-21,A,2008.10365977211
2010-12-22,A,1987.88462562569
2010-12-23,A,1983.21071657005
2010-12-24,A,1966.28587983698
2010-12-25,A,1991.00418581524
2010-12-26,A,1995.40909532697
2010-12-27,A,1998.59072766472
2010-12-28,A,1981.64860514191
2010-12-29,A,1995.79369236062
2010-12-30,A,1998.84199008665
2010-12-31,A,1997.86154967136
2008-01-01,B,4545.59949660589
2008-01-02,B,4535.73375340885
2008-01-03,B,4571.56224598176
2008-01-04,B,4554.51218472071
2008-01-05,B,4540.91967180522
2008-01-06,B,4577.88938235732
2008-01-07,B,4600.98593753557
2008-01-08,B,4562.44386830831
2008-01-09,B,4563.55436954579
2008-01-10,B,4538.58927878002
2008-01-11,B,4566.38029460805
2008-01-12,B,4558.56689679891
2008-01-13,B,4566.55906161306
2008-01-14,B,4580.79148563629
2008-01-15,B,4551.54106766032
2008-01-16,B,4557.80322404688
2008-01-17,B,4566.17380368737
2008-01-18,B,4576.67405090494
2008-01-19,B,4571.86690553819
2008-01-20,B,4566.26014639882
2008-01-21,B,4569.43522602326
2008-01-22,B,4566.44424232597
2008-01-23,B,4581.21689615925
2008-01-24,B,4558.01153983895
2008-01-25,B,4555.84779727407
2008-01-26,B,4540.72621615176
2008-01-27,B,4580.70171338258
2008-01-28,B,4556.86729904422
2008-01-29,B,4563.9870686915
2008-01-30,B,4564.91264351196
2008-01-31,B,4565.21026193757
2008-02-01,B,4577.90439109135
2008-02-02,B,4567.67790486891
2008-02-03,B,4596.91707266492
2008-02-04,B,4570.01393528091
2008-02-05,B,4588.79638678669
2008-02-06,B,4590.82324554444
2008-02-07,B,4554.03540779303
2008-02-08,B,4578.22888633729
2008-02-09,B,4582.7163957402
2008-02-10,B,4587.20609050127
2008-02-11,B,4573.95061692796
2008-02-12,B,4557.2821243168
2008-02-13,B,4589.6076037591
2008-02-14,B,4579.85451864246
2008-02-15,B,4597.59224525779
2008-02-16,B,4583.44184916327
2008-02-17,B,4593.51730906595
2008-02-18,B,4573.38052507970
2008-02-19,B,4560.71991465299
2008-02-20,B,4589.98051933248
2008-02-21,B,4596.69822065014
2008-02-22,B,4571.19719611641
2008-02-23,B,4574.5477407505
2008-02-24,B,4583.93743789832
2008-02-25,B,4579.02489432559
2008-02-26,B,4597.88247949779
2008-02-27,B,4591.76633469541
2008-02-28,B,4601.70120910583
2008-02-29,B,4587.05444024419
2008-03-01,B,4552.8657322572
2008-03-02,B,4578.83013359699
2008-03-03,B,4576.66228480064
2008-03-04,B,4583.99356673997
2008-03-05,B,4578.60634826945
2008-03-06,B,4580.39238541535
2008-03-07,B,4582.18468489474
2008-03-08,B,4567.33136312763
2008-03-09,B,4584.21830585364
2008-03-10,B,4580.03290381166
2008-03-11,B,4574.31121619252
2008-03-12,B,4603.54533323013
2008-03-13,B,4588.85968244565
2008-03-14,B,4591.62723505176
2008-03-15,B,4596.28328008642
2008-03-16,B,4584.66816760442
2008-03-17,B,4604.44220017049
2008-03-18,B,4610.94382011563
2008-03-19,B,4600.63290607538
2008-03-20,B,4583.13857291284
2008-03-21,B,4592.17306449242
2008-03-22,B,4603.26524006785
2008-03-23,B,4585.80171452096
2008-03-24,B,4587.03503333509
2008-03-25,B,4601.05031833556
2008-03-26,B,4587.81603368374
2008-03-27,B,4575.51073076804
2008-03-28,B,4598.54473088164
2008-03-29,B,4603.48564290928
2008-03-30,B,4601.28957961613
2008-03-31,B,4590.81857431865
2008-04-01,B,4573.65736238578
2008-04-02,B,4582.20521611261
2008-04-03,B,4607.35332492809
2008-04-04,B,4585.10982341611
2008-04-05,B,4604.08511871744
2008-04-06,B,4588.94482154358
2008-04-07,B,4600.12933893151
2008-04-08,B,4615.97787683629
2008-04-09,B,4613.72247002164
2008-04-10,B,4592.676912648
2008-04-11,B,4593.76850370291
2008-04-12,B,4619.33995214797
2008-04-13,B,4599.0321075305
2008-04-14,B,4580.71073449132
2008-04-15,B,4602.56847056755
2008-04-16,B,4572.93922798871
2008-04-17,B,4594.89161689298
2008-04-18,B,4580.38003182546
2008-04-19,B,4607.99195986369
2008-04-20,B,4610.31636957753
2008-04-21,B,4591.54960118297
2008-04-22,B,4616.51214408131
2008-04-23,B,4579.83337295112
2008-04-24,B,4605.31914602747
2008-04-25,B,4581.5630990888
2008-04-26,B,4586.28797461158
2008-04-27,B,4601.5121904315
2008-04-28,B,4581.53989808793
2008-04-29,B,4584.15685666326
2008-04-30,B,4601.36565638099
2008-05-01,B,4587.89183250204
2008-05-02,B,4581.85378239093
2008-05-03,B,4592.80950633278
2008-05-04,B,4597.41065456041
2008-05-05,B,4599.72126267531
2008-05-06,B,4614.59804637942
2008-05-07,B,4595.95638706159
2008-05-08,B,4603.25994664138
2008-05-09,B,4596.71902331198
2008-05-10,B,4594.76200702503
2008-05-11,B,4591.75238356651
2008-05-12,B,4601.60060420080
2008-05-13,B,4612.95299849278
2008-05-14,B,4587.09035216651
2008-05-15,B,4600.05690849044
2008-05-16,B,4625.6523606552
2008-05-17,B,4593.97679001014
2008-05-18,B,4610.65368979636
2008-05-19,B,4618.26893936051
2008-05-20,B,4603.09799242516
2008-05-21,B,4626.17619825938
2008-05-22,B,4623.85574138299
2008-05-23,B,4607.65993986847
2008-05-24,B,4599.98837054954
2008-05-25,B,4617.99959922368
2008-05-26,B,4615.65798116451
2008-05-27,B,4605.97387972543
2008-05-28,B,4621.29365435847
2008-05-29,B,4596.2540629307
2008-05-30,B,4610.74505661066
2008-05-31,B,4607.25232294537
2008-06-01,B,4607.75484620609
2008-06-02,B,4614.59107791369
2008-06-03,B,4610.45851000552
2008-06-04,B,4599.6529164366
2008-06-05,B,4620.21256048350
2008-06-06,B,4604.88206569253
2008-06-07,B,4600.35474714911
2008-06-08,B,4616.59371878062
2008-06-09,B,4615.69582585524
2008-06-10,B,4602.54492872022
2008-06-11,B,4613.51420743625
2008-06-12,B,4605.27587132027
2008-06-13,B,4598.27476476089
2008-06-14,B,4630.26798885973
2008-06-15,B,4640.45520864027
2008-06-16,B,4618.31665546557
2008-06-17,B,4604.23959797937
2008-06-18,B,4604.10037243197
2008-06-19,B,4617.18261189285
2008-06-20,B,4602.87038880767
2008-06-21,B,4613.34870378463
2008-06-22,B,4610.00722824891
2008-06-23,B,4618.21016853297
2008-06-24,B,4620.3590613637
2008-06-25,B,4635.82888936133
2008-06-26,B,4615.43004834135
2008-06-27,B,4604.60825887455
2008-06-28,B,4625.12045406701
2008-06-29,B,4618.71505594056
2008-06-30,B,4631.56645216925
2008-07-01,B,4621.86591362906
2008-07-02,B,4580.1515051093
2008-07-03,B,4622.93749612019
2008-07-04,B,4622.04499973075
2008-07-05,B,4641.49571505989
2008-07-06,B,4643.42062732666
2008-07-07,B,4630.34503408846
2008-07-08,B,4634.04745102173
2008-07-09,B,4619.68224813786
2008-07-10,B,4637.26360197903
2008-07-11,B,4629.68301673167
2008-07-12,B,4607.23964940139
2008-07-13,B,4638.05241385878
2008-07-14,B,4621.0743117899
2008-07-15,B,4626.77512326727
2008-07-16,B,4623.1448671771
2008-07-17,B,4611.85816085384
2008-07-18,B,4627.59630304086
2008-07-19,B,4613.08581608272
2008-07-20,B,4631.11259397733
2008-07-21,B,4634.48681597007
2008-07-22,B,4613.72901390444
2008-07-23,B,4629.25511368117
2008-07-24,B,4614.73491207892
2008-07-25,B,4642.93472897868
2008-07-26,B,4609.68225289725
2008-07-27,B,4634.09237231301
2008-07-28,B,4611.90075317434
2008-07-29,B,4630.95428891121
2008-07-30,B,4614.28179525342
2008-07-31,B,4645.4227180072
2008-08-01,B,4645.71606147393
2008-08-02,B,4622.4825639508
2008-08-03,B,4630.26695882488
2008-08-04,B,4616.07810538422
2008-08-05,B,4613.31854475427
2008-08-06,B,4623.87592848533
2008-08-07,B,4632.27930012112
2008-08-08,B,4609.95997410511
2008-08-09,B,4643.86873178486
2008-08-10,B,4613.08407721399
2008-08-11,B,4633.54267325156
2008-08-12,B,4608.346581159
2008-08-13,B,4619.5904215274
2008-08-14,B,4638.93270199276
2008-08-15,B,4619.37964927882
2008-08-16,B,4632.21339806409
2008-08-17,B,4622.97444983833
2008-08-18,B,4656.27241663328
2008-08-19,B,4613.4403074596
2008-08-20,B,4646.90983559474
2008-08-21,B,4635.18763815045
2008-08-22,B,4640.48166924586
2008-08-23,B,4629.55025789685
2008-08-24,B,4643.74517055475
2008-08-25,B,4626.02278968195
2008-08-26,B,4622.93175360580
2008-08-27,B,4645.93063504745
2008-08-28,B,4647.81908714732
2008-08-29,B,4610.10891875768
2008-08-30,B,4647.04981467149
2008-08-31,B,4636.79135230404
2008-09-01,B,4642.03865846562
2008-09-02,B,4618.51585491836
2008-09-03,B,4646.3872869363
2008-09-04,B,4648.15680812629
2008-09-05,B,4629.01602693476
2008-09-06,B,4631.58283217064
2008-09-07,B,4625.47271886012
2008-09-08,B,4659.55159213135
2008-09-09,B,4634.51758083386
2008-09-10,B,4617.2420979132
2008-09-11,B,4647.75651216686
2008-09-12,B,4617.20806366398
2008-09-13,B,4634.68408409661
2008-09-14,B,4624.12552848115
2008-09-15,B,4637.53681892960
2008-09-16,B,4640.93687234443
2008-09-17,B,4655.54806020638
2008-09-18,B,4644.19919743604
2008-09-19,B,4652.07610978244
2008-09-20,B,4635.26354669337
2008-09-21,B,4671.39148026104
2008-09-22,B,4643.18470214914
2008-09-23,B,4644.20765110316
2008-09-24,B,4663.79888316993
2008-09-25,B,4658.11106021856
2008-09-26,B,4650.16167202701
2008-09-27,B,4646.82432065106
2008-09-28,B,4655.48920889595
2008-09-29,B,4653.31276756721
2008-09-30,B,4640.03175410628
2008-10-01,B,4647.66407173353
2008-10-02,B,4666.85483976798
2008-10-03,B,4644.23854509549
2008-10-04,B,4660.55685020339
2008-10-05,B,4649.02987097283
2008-10-06,B,4633.02092855833
2008-10-07,B,4649.12260367193
2008-10-08,B,4640.56256200199
2008-10-09,B,4664.4338468503
2008-10-10,B,4659.27586721118
2008-10-11,B,4643.05585858181
2008-10-12,B,4658.33672549587
2008-10-13,B,4645.67000122902
2008-10-14,B,4656.91417305972
2008-10-15,B,4664.12953875596
2008-10-16,B,4643.43909639951
2008-10-17,B,4651.27205849083
2008-10-18,B,4648.57895859894
2008-10-19,B,4648.59096821178
2008-10-20,B,4651.34086541762
2008-10-21,B,4658.693098095
2008-10-22,B,4666.0284034909
2008-10-23,B,4655.82133258683
2008-10-24,B,4634.8327741905
2008-10-25,B,4665.46402261406
2008-10-26,B,4655.60586038578
2008-10-27,B,4650.60267254791
2008-10-28,B,4640.81656274453
2008-10-29,B,4646.54515235056
2008-10-30,B,4653.63171698363
2008-10-31,B,4670.72206430432
2008-11-01,B,4653.74266463844
2008-11-02,B,4666.80863044853
2008-11-03,B,4641.27036266949
2008-11-04,B,4653.75827657052
2008-11-05,B,4644.7120669731
2008-11-06,B,4656.07880510106
2008-11-07,B,4689.30535513237
2008-11-08,B,4652.57315853059
2008-11-09,B,4660.48231944654
2008-11-10,B,4672.87192900677
2008-11-11,B,4644.7397773592
2008-11-12,B,4646.86052095466
2008-11-13,B,4635.39435061822
2008-11-14,B,4680.67072950642
2008-11-15,B,4657.94998958006
2008-11-16,B,4665.74151565476
2008-11-17,B,4662.51532176717
2008-11-18,B,4656.7583492225
2008-11-19,B,4668.09900679485
2008-11-20,B,4664.50778988088
2008-11-21,B,4672.19002712181
2008-11-22,B,4674.1365819901
2008-11-23,B,4655.13831684063
2008-11-24,B,4671.44476117698
2008-11-25,B,4646.00018196831
2008-11-26,B,4650.14955098665
2008-11-27,B,4663.13969444991
2008-11-28,B,4656.78309964575
2008-11-29,B,4649.80397076435
2008-11-30,B,4666.62674798337
2008-12-01,B,4663.19592732836
2008-12-02,B,4665.48811936515
2008-12-03,B,4677.0187775714
2008-12-04,B,4660.93329887943
2008-12-05,B,4656.90323905817
2008-12-06,B,4674.59613382721
2008-12-07,B,4664.91697909493
2008-12-08,B,4668.26557729617
2008-12-09,B,4652.96072093724
2008-12-10,B,4673.10187169564
2008-12-11,B,4670.45201245224
2008-12-12,B,4691.18722330322
2008-12-13,B,4673.38492309578
2008-12-14,B,4647.25462798352
2008-12-15,B,4689.46831517735
2008-12-16,B,4666.07852010171
2008-12-17,B,4647.79017347249
2008-12-18,B,4678.62883721787
2008-12-19,B,4694.813863389
2008-12-20,B,4641.05359473676
2008-12-21,B,4687.65000111764
2008-12-22,B,4676.81528828342
2008-12-23,B,4668.27207634611
2008-12-24,B,4683.02245995017
2008-12-25,B,4661.92251473184
2008-12-26,B,4670.21537020794
2008-12-27,B,4680.83915389103
2008-12-28,B,4661.57748697166
2008-12-29,B,4677.20558458557
2008-12-30,B,4650.68897281926
2008-12-31,B,4694.0467348601
2009-01-01,B,4656.96408046917
2009-01-02,B,4659.69159448862
2009-01-03,B,4680.43690899652
2009-01-04,B,4688.01804034983
2009-01-05,B,4662.56811040835
2009-01-06,B,4658.49207831419
2009-01-07,B,4686.61025342416
2009-01-08,B,4675.72281390911
2009-01-09,B,4669.36434759308
2009-01-10,B,4685.72542445176
2009-01-11,B,4680.6622026498
2009-01-12,B,4689.16771372663
2009-01-13,B,4692.75487466326
2009-01-14,B,4672.65968952775
2009-01-15,B,4689.61144087709
2009-01-16,B,4666.45802527662
2009-01-17,B,4693.27404603115
2009-01-18,B,4660.04842889412
2009-01-19,B,4692.26880512922
2009-01-20,B,4675.20610740957
2009-01-21,B,4669.97136943536
2009-01-22,B,4708.0434458129
2009-01-23,B,4676.5988611214
2009-01-24,B,4666.749851729
2009-01-25,B,4683.40647314615
2009-01-26,B,4662.21808723706
2009-01-27,B,4687.303885726
2009-01-28,B,4701.8358431602
2009-01-29,B,4662.30634508681
2009-01-30,B,4684.83409150437
2009-01-31,B,4660.66369075828
2009-02-01,B,4687.07441820795
2009-02-02,B,4698.5487336284
2009-02-03,B,4670.84524675271
2009-02-04,B,4696.83719438338
2009-02-05,B,4681.77291265284
2009-02-06,B,4690.87948204319
2009-02-07,B,4674.76273845584
2009-02-08,B,4707.99398404518
2009-02-09,B,4670.48089235473
2009-02-10,B,4689.84360895376
2009-02-11,B,4671.58682789332
2009-02-12,B,4689.07724709644
2009-02-13,B,4670.72860457324
2009-02-14,B,4670.85644713497
2009-02-15,B,4703.5160076896
2009-02-16,B,4714.6327626041
2009-02-17,B,4697.65533109583
2009-02-18,B,4706.42280677185
2009-02-19,B,4674.79976604593
2009-02-20,B,4663.96315052807
2009-02-21,B,4697.98638408478
2009-02-22,B,4681.09079253045
2009-02-23,B,4694.95818384151
2009-02-24,B,4681.83999303843
2009-02-25,B,4665.79737550467
2009-02-26,B,4684.78474196194
2009-02-27,B,4695.42352935022
2009-02-28,B,4706.04212762546
2009-03-01,B,4687.98354602811
2009-03-02,B,4694.8257525572
2009-03-03,B,4681.26818457995
2009-03-04,B,4669.52489064694
2009-03-05,B,4684.91149833811
2009-03-06,B,4681.48841323374
2009-03-07,B,4695.78232428744
2009-03-08,B,4685.7925260938
2009-03-09,B,4684.83005191174
2009-03-10,B,4683.79692169867
2009-03-11,B,4697.89178125109
2009-03-12,B,4696.84240760129
2009-03-13,B,4706.89294546363
2009-03-14,B,4705.78315682367
2009-03-15,B,4686.11414191603
2009-03-16,B,4717.98640799867
2009-03-17,B,4719.27027787732
2009-03-18,B,4693.59380543595
2009-03-19,B,4696.29390514434
2009-03-20,B,4703.7413310832
2009-03-21,B,4704.54431592139
2009-03-22,B,4713.81354548246
2009-03-23,B,4685.80404922317
2009-03-24,B,4689.01318026879
2009-03-25,B,4710.05435232082
2009-03-26,B,4698.51406165128
2009-03-27,B,4703.82067206262
2009-03-28,B,4696.31060159899
2009-03-29,B,4715.48583723425
2009-03-30,B,4692.81379416903
2009-03-31,B,4682.19856285677
2009-04-01,B,4698.64936057429
2009-04-02,B,4701.11557571713
2009-04-03,B,4719.39236671389
2009-04-04,B,4699.93537190482
2009-04-05,B,4705.84447914541
2009-04-06,B,4706.51195028451
2009-04-07,B,4694.9690025763
2009-04-08,B,4702.23101949299
2009-04-09,B,4685.30889363741
2009-04-10,B,4707.44654135163
2009-04-11,B,4708.89982536693
2009-04-12,B,4698.84144155417
2009-04-13,B,4703.74303395957
2009-04-14,B,4701.31193229223
2009-04-15,B,4706.92805116349
2009-04-16,B,4706.50965030259
2009-04-17,B,4705.13943383982
2009-04-18,B,4729.06079680125
2009-04-19,B,4705.45029902425
2009-04-20,B,4712.25924159364
2009-04-21,B,4693.43799482576
2009-04-22,B,4703.98587913317
2009-04-23,B,4698.59416230535
2009-04-24,B,4699.76637911137
2009-04-25,B,4699.67005083167
2009-04-26,B,4712.53918668895
2009-04-27,B,4712.67514432769
2009-04-28,B,4718.15097616003
2009-04-29,B,4719.83710396952
2009-04-30,B,4702.3118584443
2009-05-01,B,4701.75579958764
2009-05-02,B,4710.55174118948
2009-05-03,B,4706.82407007826
2009-05-04,B,4706.35908338336
2009-05-05,B,4733.91167943235
2009-05-06,B,4733.65118366508
2009-05-07,B,4727.29018949718
2009-05-08,B,4718.22812982319
2009-05-09,B,4721.28932328421
2009-05-10,B,4742.03813376287
2009-05-11,B,4727.94322461067
2009-05-12,B,4720.30443455187
2009-05-13,B,4720.7784002982
2009-05-14,B,4720.26699815199
2009-05-15,B,4708.2138428753
2009-05-16,B,4699.65617357047
2009-05-17,B,4724.96246182092
2009-05-18,B,4725.37541597858
2009-05-19,B,4709.18682290999
2009-05-20,B,4710.82822549745
2009-05-21,B,4718.12620596754
2009-05-22,B,4725.25077349308
2009-05-23,B,4726.77313357721
2009-05-24,B,4720.86207932407
2009-05-25,B,4704.42121845201
2009-05-26,B,4721.49469972019
2009-05-27,B,4716.0645301772
2009-05-28,B,4728.41876408499
2009-05-29,B,4714.48928934072
2009-05-30,B,4697.16115462064
2009-05-31,B,4717.18981219434
2009-06-01,B,4722.10981484979
2009-06-02,B,4723.83357164185
2009-06-03,B,4703.57264270555
2009-06-04,B,4713.72096956059
2009-06-05,B,4708.27031636610
2009-06-06,B,4691.0135711906
2009-06-07,B,4724.26683306804
2009-06-08,B,4722.81906659122
2009-06-09,B,4740.00668868925
2009-06-10,B,4727.78598316887
2009-06-11,B,4728.50829353077
2009-06-12,B,4707.70314081887
2009-06-13,B,4743.54785406288
2009-06-14,B,4733.75459216169
2009-06-15,B,4731.67577955365
2009-06-16,B,4715.44955056161
2009-06-17,B,4721.8549681169
2009-06-18,B,4734.86762316565
2009-06-19,B,4709.29847297728
2009-06-20,B,4735.36719884667
2009-06-21,B,4721.60033554466
2009-06-22,B,4718.51478142825
2009-06-23,B,4728.07461313575
2009-06-24,B,4723.41912490151
2009-06-25,B,4722.56614404334
2009-06-26,B,4724.33690518138
2009-06-27,B,4747.94062145445
2009-06-28,B,4718.60314353742
2009-06-29,B,4731.25711157415
2009-06-30,B,4736.37898869176
2009-07-01,B,4731.24190116721
2009-07-02,B,4748.26502924396
